License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
11180,2016-04-25,RUSH UNIVERSITY MEDICAL CENTER,RUSH UNIVERSITY MEDICAL CENTER,RESTAURANT,04/25/2016,Correct
11199,2015-12-14,TEN REN TEA & GINDENG CO OF CH,TEN REN TEA & GINDENG CO OF CH,TEA STORE,12/14/2015,Correct
11203,2013-01-03,TACO & BURRITO HOUSE,TACO & BURRITO HOUSE,RESTAURANT,01/03/2013,Correct
11215,2013-12-12,CITGO FOOD MART,CITGO FOOD MART,GROCERY STORE,12/12/2013,Correct
11220,2010-10-27,ROBIN'S FOOD DIST INC,ROBIN'S FOOD DIST INC,UNKNOWN,10/27/2010,Correct
11226,2013-12-12,JARDAN FOOD & LIQUOR,JARDAN FOOD & LIQUOR,GROCERY STORE,12/12/2013,Correct
11242,2015-10-01,JOHN BARLEYCORN MEMORIAL PUB,JOHN BARLEYCORN MEMORIAL PUB,RESTAURANT,10/01/2015,Correct
11254,2017-06-15,MOTHER MCAULEY HIGH SCHOOL,MOTHER MCAULEY HIGH SCHOOL,SCHOOL,06/15/2017,Correct
11273,2010-07-12,ARMANDO J DIAZ/TONY'S FOOD,ARMANDO J DIAZ/TONY'S FOOD,UNKNOWN,07/12/2010,Correct
11276,2011-06-27,EL NARANJO,EL NARANJO,GROCERY STORE,06/27/2011,Correct
11295,2012-01-26,BROWN'S CHICKEN,BROWN'S CHICKEN,UNKNOWN,01/26/2012,Correct
11356,2011-08-29,WERTELKA'S TAVERN,WERTELKA'S TAVERN,LIQUOR,08/29/2011,Correct
11362,2017-04-24,POPEYES FRIED CHICKEN,POPEYES FRIED CHICKEN,RESTAURANT,04/24/2017,Correct
11406,2017-07-31,GEORGE'S HOT DOG,GEORGE'S HOT DOG,RESTAURANT,07/31/2017,Correct
11453,2016-06-10,FOOD TOWN,FOOD TOWN,GROCERY STORE,06/10/2016,Correct
11465,2012-10-22,7 DAY FOOD MART INC,7 DAY FOOD MART INC,UNKNOWN,10/22/2012,Correct
11504,2013-01-03,BUCKINGHAM PAVILLION INC,BUCKINGHAM PAVILLION,LONG TERM CARE FACILITY,01/03/2013,Correct
11505,2012-06-15,BIRCHWOOD PLAZA INC,BIRCHWOOD PLAZA,LONG TERM CARE FACILITY,06/15/2012,Correct
11507,2013-12-05,CLAYTON RESIDENTIAL HOME INC,CLAYTON RESIDENTIAL HOME,LONG TERM CARE FACILITY,12/05/2013,Correct
11508,2010-02-02,HALSTED NURSING CENTER INC,HALSTED NURSING CENTER INC,UNKNOWN,02/02/2010,Correct
11562,2016-08-11,CALIHAN CATERING,CALIHAN CATERING,CATERING,08/11/2016,Correct
11571,2016-03-24,PANADERIA LA CENTRAL INC,PANADERIA LA CENTRAL INC,BAKERY,03/24/2016,Correct
11583,2016-08-18,CRIO,CRIO,RESTAURANT,08/18/2016,Correct
11587,2017-03-14,LARAMIE BAKERY & DELI,LARAMIE BAKERY & DELI,GROCERY STORE,03/14/2017,Correct
11623,2012-08-06,APPLE PANTRY,APPLE PANTRY,GROCERY STORE,08/06/2012,Correct
11627,2010-05-21,PLAYA DEL MAR INC,PLAYA DEL MAR INC,UNKNOWN,05/21/2010,Correct
11629,2013-10-18,NEW ATTITUDE,NEW ATTITUDE,RESTAURANT,10/18/2013,Correct
11634,2012-06-13,FRIENDLY KITCHEN,FRIENDLY KITCHEN,UNKNOWN,06/13/2012,Correct
11648,2015-06-03,DANNY'S PIZZA,DANNY'S PIZZA,RESTAURANT,06/03/2015,Correct
11658,2011-04-15,MR STEER RESTAURANT,MR STEER RESTAURANT,UNKNOWN,04/15/2011,Correct
11693,2013-08-20,COFFEE TREE & TEA LEAVES,COFFEE TREE & TEA LEAVES,GROCERY STORE,08/20/2013,Correct
11696,2015-09-15,ST REST COUNTRY KITCHEN,ST REST COUNTRY KITCHEN,RESTAURANT,09/15/2015,Correct
11706,2014-12-04,J J PEPPERS,J J PEPPERS,UNKNOWN,12/04/2014,Correct
11727,2015-02-09,MERCY HOSPITAL/MEDICAL CENTER,MERCY HOSPITAL/MEDICAL CENTER,HOSPITAL,02/09/2015,Correct
11728,2015-09-21,CHILDREN'S MEMORIAL HOSPITAL,CHILDREN'S MEMORIAL HOSPITAL,HOSPITAL,09/21/2015,Correct
11730,2015-09-21,CHILDREN'S MEMORIAL HOSPITAL,CHILDREN'S MEMORIAL HOSPITAL,HOSPITAL,09/21/2015,Correct
11731,2016-06-03,ROSELAND COMMUNITY HOSPITAL ASSOCIATION,ROSELAND COMMUNITY HOSPITAL,HOSPITAL,06/03/2016,Correct
11732,2016-06-03,ROSELAND COMMUNITY HOSPITAL ASSOCIATION,ROSELAND COMMUNITY HOSPITAL,HOSPITAL,06/03/2016,Correct
11733,2010-03-08,THE ADMIRAL,THE ADMIRAL,UNKNOWN,03/08/2010,Correct
11735,2017-04-18,MISERICORDIA HOME,MISERICORDIA HOME,RESTAURANT,04/18/2017,Correct
11738,2017-04-14,MISERICORDIA BAKERY,MISERICORDIA BAKERY,BAKERY,04/14/2017,Correct
11741,2011-04-01,NORTHWEST HOME FOR THE AGED,NORTHWEST HOME FOR THE AGED,NURSING HOME,04/01/2011,Correct
11747,2017-06-09,LARABIDA CHILDREN'S HOSPITAL,LARABIDA CHILDREN'S HOSPITAL,HOSPITAL,06/09/2017,Correct
11748,2012-12-13,LA RABIDA CHILDREN'S HOSPITAL,LA RABIDA CHILDREN'S HOSPITAL,HOSPITAL,12/13/2012,Correct
11749,2012-07-12,BUNNYLAND DEVELOPMENTAL DAYCARE,BUNNYLAND DEVELOPMENTAL DAYCARE,DAYCARE (ABOVE AND UNDER 2 YEARS),07/12/2012,Correct
11750,2012-07-12,BUNNYLAND DEVELOPMENTAL DAYCARE,BUNNYLAND DEVELOPMENTAL DAYCARE,DAYCARE (ABOVE AND UNDER 2 YEARS),07/12/2012,Correct
11766,2015-12-02,J & J LOUNG & BANQUET HALL INC,J & J LOUNG & BANQUET HALL INC,RESTAURANT,12/02/2015,Correct
11786,2010-12-06,QUICK STOP,QUICK STOP,GROCERY STORE,12/06/2010,Correct
11832,2016-08-02,POPEYES #2836,POPEYE'S,RESTAURANT,08/02/2016,Correct
11839,2012-03-02,FAT ALBERT,FAT ALBERT,RESTAURANT,03/02/2012,Correct
11852,2013-09-19,LOVE OF LEARNING CHILD DEVELOP,LOVE OF LEARNING CHILD DEVELOP,UNKNOWN,09/19/2013,Correct
11854,2016-12-19,AUSTIN SENIOR CENTER,AUSTIN SENIOR CENTER,GOLDEN DINER,12/19/2016,Correct
11866,2016-12-02,VILLAGE MEAT & GROCERY,VILLAGE MEAT & GROCERY,GROCERY STORE,12/02/2016,Correct
11900,2017-03-14,ROMAN BROS 1 INC,SUPERMERCADO ROMAN,GROCERY STORE,03/14/2017,Correct
11909,2013-06-28,MOO & OINK INC,MOO & OINK INC,GROCERY STORE,06/28/2013,Correct
11912,2013-10-25,MOO & OINK INC,MOO & OINK INC,GROCERY STORE,10/25/2013,Correct
11915,2014-04-02,MOO & OINK INC,MOO & OINK INC,GROCERY STORE,04/02/2014,Correct
11927,2015-10-02,RIB INN INC,RIB INN INC,UNKNOWN,10/02/2015,Correct
11944,2011-11-14,ECONOMY FOOD & LIQUORS INC,ECONOMY FOOD & LIQUORS INC,UNKNOWN,11/14/2011,Correct
11963,2012-07-05,LINCOLN PARK TERRACE INC,GROVE AT LINCOLN PARK,LONG TERM CARE FACILITY,07/05/2012,Correct
11984,2013-09-03,FRONTERA GRILL/TOPOLOBAMPO,FRONTERA GRILL/TOPOLOBAMPO,RESTAURANT,09/03/2013,Correct
12016,2017-03-14,POPEYES FAMOUS FRIED CHICKEN,POPEYES FAMOUS FRIED CHICKEN,RESTAURANT,03/14/2017,Correct
12023,2016-09-15,BIG DADDY,BIG DADDY,UNKNOWN,09/15/2016,Correct
12026,2017-08-04,VIENNA SAUSAGE MFG CO,VIENNA SAUSAGE MFG CO,RESTAURANT,08/04/2017,Correct
12038,2014-02-18,FAIR DISCOUNT INC,FAIR DISCOUNT INC,LIQUOR,02/18/2014,Correct
12043,2017-04-17,7-ELEVEN,7-ELEVEN,GROCERY STORE,04/17/2017,Correct
12047,2010-08-11,SAVORIES,SAVORIES,RESTAURANT,08/11/2010,Correct
12076,2016-04-22,7-ELEVEN #20187,7-ELEVEN #20187,GROCERY STORE,04/22/2016,Correct
12125,2016-09-14,APOLLO'S 2000,APOLLO'S 2000,RESTAURANT,09/14/2016,Correct
12141,2017-01-30,PULQUERIA CHICAGO,PULQUERIA CHICAGO,RESTAURANT,01/30/2017,Correct
12144,2017-03-22,BRIGADOON,BRIGADOON,TAVERN,03/22/2017,Correct
12173,2016-08-31,S & T PROVISION CO INC,S & T PROVISION CO INC,GROCERY STORE,08/31/2016,Correct
12183,2010-08-10,CAFE MEDITERRA,CAFE MEDITERRA,RESTAURANT,08/10/2010,Correct
12194,2017-01-27,CHIU QUON BAKERY,CHIU QUON BAKERY,RESTAURANT,01/27/2017,Correct
12199,2016-08-29,POPEYES,POPEYES,RESTAURANT,08/29/2016,Correct
12211,2010-10-26,AYMAN FOOD MARKET,AYMAN FOOD MARKET,UNKNOWN,10/26/2010,Correct
12217,2016-08-22,HANAS FINER FOOD AND LIQUOR,HANAS FINER FOOD AND LIQUOR,GROCERY STORE,08/22/2016,Correct
12233,2016-06-03,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,RESTAURANT,06/03/2016,Correct
12234,2014-12-17,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,UNKNOWN,12/17/2014,Correct
12276,2013-07-02,J J PEPPERS FOOD STORE,J J PEPPERS FOOD STORE,GROCERY STORE,07/02/2013,Correct
12280,2017-08-04,"EAST OF THE RYAN,INC",EAST OF THE RYAN,RESTAURANT,08/04/2017,Correct
12285,2015-10-22,KORONA LOUNGE INC,KORONA LOUNGE INC,RESTAURANT,10/22/2015,Correct
12296,2016-08-19,THE HIDDEN SHAMROCK,THE HIDDEN SHAMROCK,RESTAURANT,08/19/2016,Correct
12300,2016-08-11,BUY LOW LIQUORS,BUY LOW LIQUORS,LIQUOR,08/11/2016,Correct
12305,2014-11-07,"OASIS, THE","OASIS, THE",TAVERN,11/07/2014,Correct
12309,2014-02-24,GIOVANNI LIQUORS INC,GIOVANNI LIQUORS INC,GROCERY STORE,02/24/2014,Correct
12312,2016-06-29,SIAM NOODLES & RICE,SIAM NOODLES & RICE,RESTAURANT,06/29/2016,Correct
12315,2015-12-08,BANDO RESTAURANT INC,BANDO RESTAURANT INC,UNKNOWN,12/08/2015,Correct
12327,2016-06-20,7-ELEVEN #25431,7-ELEVEN #25431,GROCERY STORE,06/20/2016,Correct
12342,2017-01-04,FERRO'S,FERRO'S,RESTAURANT,01/04/2017,Correct
12378,2013-12-05,FIXTURE,THE PURPLE OTTER,RESTAURANT,12/05/2013,Correct
12380,2017-01-10,CHICAGO JOE'S,CHICAGO JOE'S,RESTAURANT,01/10/2017,Correct
12453,2017-03-29,EL CAPITAN RESTAURANT,EL CAPITAN RESTAURANT,RESTAURANT,03/29/2017,Correct
12465,2017-03-01,THE CHG BEAR SPORTS BAR/GRILL,THE CHG BEAR SPORTS BAR/GRILL,RESTAURANT,03/01/2017,Correct
12475,2017-05-22,WILD GOOSE BAR & GRILL,WILD GOOSE BAR & GRILL,RESTAURANT,05/22/2017,Correct
12502,2016-12-13,DAMENZO'S INC,DAMENZO'S,RESTAURANT,12/13/2016,Correct
12532,2017-04-17,JOLLY INN RESTAURANT,JOLLY INN RESTAURANT,RESTAURANT,04/17/2017,Correct
12540,2017-01-06,DAPPER'S EAST RESTAURANT,DAPPER'S EAST RESTAURANT,RESTAURANT,01/06/2017,Correct
12542,2015-10-13,ROSEMOOR TOWN & COUNTRY LIQ,ROSEMOOR TOWN & COUNTRY LIQ,GROCERY STORE,10/13/2015,Correct
12545,2012-01-19,GLOBE FOOD & LIQUORS INC,GLOBE FOOD & LIQUORS INC,UNKNOWN,01/19/2012,Correct
12575,2016-07-05,LAS FUENTES,LAS FUENTES,RESTAURANT,07/05/2016,Correct
12587,2016-03-28,THE BREAKFAST CLUB INC,THE BREAKFAST CLUB INC,RESTAURANT,03/28/2016,Correct
12594,2017-08-23,THE ATLANTIC BAR & GRILL,THE ATLANTIC BAR & GRILL,RESTAURANT,08/23/2017,Correct
12599,2015-09-21,PROGRESSIVE COMMUNITY CENTER,PROGRESSIVE COMMUNITY CENTER,UNKNOWN,09/21/2015,Correct
12600,2012-10-16,WATERFRONT TERRACE INC,WATERFRONT TERRACE INC,LONG TERM CARE FACILITY,10/16/2012,Correct
12601,2017-03-09,EL FAMOUS RESTAURANT,EL FAMOUS RESTAURANT,RESTAURANT,03/09/2017,Correct
12602,2016-12-02,NEIGHBORHOOD DELI-GROC,NEIGHBORHOOD DELI-GROC,GROCERY STORE,12/02/2016,Correct
12609,2011-03-30,FRUIT MARKET,GARDEN FRESH MARKET,GROCERY STORE,03/30/2011,Correct
12610,2011-03-30,FRUIT MARKET,GARDEN FRESH MARKET,GROCERY STORE,03/30/2011,Correct
12630,2017-03-27,POPEYES #2857,POPEYES,RESTAURANT,03/27/2017,Correct
12673,2017-06-09,BEEFY'S,BEEFY'S,RESTAURANT,06/09/2017,Correct
12676,2017-05-11,MURPHY'S EVERYTHING ON IT,MURPHY'S EVERYTHING ON IT,RESTAURANT,05/11/2017,Correct
12681,2016-03-03,HONG SIK IN,LEIF'S HOME COOKING,RESTAURANT,03/03/2016,Correct
12684,2013-09-24,ALEXIS BAR & GRILL,ALEXIS BAR & GRILL,UNKNOWN,09/24/2013,Correct
12687,2016-12-02,SALERNO'S,SALERNO'S,RESTAURANT,12/02/2016,Correct
12690,2017-06-29,JEFF'S RED HOTS,JEFF'S RED HOTS,RESTAURANT,06/29/2017,Correct
12698,2013-11-14,CAFE LURA,CAFE LURA,UNKNOWN,11/14/2013,Correct
12702,2013-05-16,CHARLIE TROTTERS,CHARLIE TROTTERS,RESTAURANT,05/16/2013,Correct
12714,2012-04-17,4744 CORP,4744 CORP,TAVERN,04/17/2012,Correct
12726,2011-07-22,7-ELEVEN #26210J,7-ELEVEN,GROCERY STORE,07/22/2011,Correct
12752,2014-08-11,HOLIDAY BAR & GRILL,HOLIDAY BAR & GRILL,RESTAURANT,08/11/2014,Correct
12755,2017-03-15,ABBEY PUB,ABBEY PUB,RESTAURANT,03/15/2017,Correct
12763,2012-01-24,L & P LIQUORS INC,L & P LIQUORS,LIQUOR,01/24/2012,Correct
12766,2017-05-17,CHIC,LE CORDON BLEU,CULINARY SCHOOL,05/17/2017,Correct
12800,2015-12-04,MONSIGNOR MURPHY'S,MONSIGNOR MURPHY'S,RESTAURANT,12/04/2015,Correct
12825,2012-12-03,THE BUTCHER SHOP,THE BUTCHER SHOP,UNKNOWN,12/03/2012,Correct
12827,2012-12-03,BOOKIES SPORTS BAR & GRILL,BOOKIES SPORTS BAR & GRILL,UNKNOWN,12/03/2012,Correct
12835,2013-11-27,SUPERIOR LIQUOR & WINE,SUPERIOR LIQUOR & WINE,GROCERY STORE,11/27/2013,Correct
12855,2013-02-13,SKADARLIJA RESTAURANT INC,SKADARLIJA RESTAURANT INC,UNKNOWN,02/13/2013,Correct
12864,2010-08-10,SUPER DEAL FOOD LIQUOR,SUPER DEAL FOOD LIQUOR,GROCERY STORE,08/10/2010,Correct
12884,2013-12-17,SUN WAH BAR-B-Q INC CO,SUN WAH BAR-B-Q INC CO,UNKNOWN,12/17/2013,Correct
12886,2016-04-07,MCDONALDS RESTAURANT,MCDONALDS,RESTAURANT,04/07/2016,Correct
12887,2016-06-17,NEW CHINA CHOP SUEY,NEW CHINA CHOP SUEY,RESTAURANT,06/17/2016,Correct
12891,2017-06-29,DINKEL'S BAKERY INC,DINKEL'S BAKERY,BAKERY,06/29/2017,Correct
12892,2016-07-08,7-ELEVEN #24606,7-ELEVEN #24606,GROCERY STORE,07/08/2016,Correct
12897,2012-03-07,SBARRO ITALIAN EATERY,SBARRO ITALIAN EATERY,RESTAURANT,03/07/2012,Correct
12898,2013-08-13,RICHMOND FOODS,RICHMOND FOODS,UNKNOWN,08/13/2013,Correct
12952,2012-01-18,KOL TUV KOSHER FOODS INC,KOL TUV KOSHER FOODS,GROCERY STORE,01/18/2012,Correct
12955,2011-06-30,KOL TOUHY,KOL TOUHY,GROCERY STORE,06/30/2011,Correct
12967,2010-05-21,7-ELEVEN #27421,7-ELEVEN,UNKNOWN,05/21/2010,Correct
12973,2011-02-16,DAMATO'S BAKERY,DAMATO'S BAKERY,UNKNOWN,02/16/2011,Correct
12977,2012-01-04,BOB'S EGG PALACE,BOB'S EGG PALACE,RESTAURANT,01/04/2012,Correct
12979,2016-07-26,7-ELEVEN #16809,7-ELEVEN #16809,GROCERY STORE,07/26/2016,Correct
12989,2015-02-23,ABC DELICIOUS INC,ABC DELICIOUS INC,UNKNOWN,02/23/2015,Correct
13001,2013-11-25,BELMONT NURSING HOME INC,BELMONT NURSING HOME INC,LONG TERM CARE FACILITY,11/25/2013,Correct
13008,2013-08-27,SOCCA,SOCCA,RESTAURANT,08/27/2013,Correct
13009,2013-08-27,SOCCA,SOCCA,RESTAURANT,08/27/2013,Correct
13014,2011-07-08,JOHNNY'S PIZZA & RISTORANTE,JOHNNY'S PIZZA & RISTORANTE,UNKNOWN,07/08/2011,Correct
13058,2016-10-05,MIDORI JAPANESE RESTAURANT,MIDORI JAPANESE RESTAURANT,RESTAURANT,10/05/2016,Correct
13078,2012-02-06,SUPER TAQUERIA EL TACONAZO,SUPER TAQUERIA EL TACONAZO,RESTAURANT,02/06/2012,Correct
13082,2013-08-14,LEON'S BAR-B-QUE,LEON'S BAR-B-QUE,UNKNOWN,08/14/2013,Correct
13098,2013-09-24,G&G RESTAURANT,G&G RESTAURANT,RESTAURANT,09/24/2013,Correct
13101,2011-02-25,ARBY'S ROAST BEEF RESTAURANT,ARBY'S ROAST BEEF RESTAURANT,RESTAURANT,02/25/2011,Correct
13133,2010-09-27,COSMC FASTEE FREEZ,COSMC FASTEE FREEZ,UNKNOWN,09/27/2010,Correct
13149,2010-09-27,MY FRIEND'S PLACE,MY FRIEND'S PLACE,LIQUOR,09/27/2010,Correct
13159,2017-05-15,"EL PACIFICO,INC",EL PACIFICO,RESTAURANT,05/15/2017,Correct
13192,2017-05-18,7-ELEVEN #29168,7-ELEVEN,GROCERY STORE,05/18/2017,Correct
13199,2016-05-13,7-ELEVEN #26825,7-ELEVEN #26825,GROCERY STORE,05/13/2016,Correct
13203,2010-12-17,C N D GYROS & LOUNGE INC,C N D GYROS & LOUNGE INC,RESTAURANT,12/17/2010,Correct
13277,2013-10-22,UPTOWN SERVICE STATION INC,UPTOWN SERVICE STATION INC,GROCERY STORE,10/22/2013,Correct
13323,2012-02-06,PEEPLES TACO'S,PEEPLES TACO'S,RESTAURANT,02/06/2012,Correct
13382,2012-01-13,MCDONALDS,MCDONALDS,UNKNOWN,01/13/2012,Correct
13388,2017-04-06,ANNA PURANA FAST FOOD,ANNAPURNA FAST FOOD,RESTAURANT,04/06/2017,Correct
13391,2017-01-27,TRATTORIA #10,TRATTORIA #10,RESTAURANT,01/27/2017,Correct
13399,2014-02-04,TONYS CHINESE AMERICAN RESTAURANT,TONYS CHINESE AMERICAN RESTAURANT,RESTAURANT,02/04/2014,Correct
13401,2011-02-08,LITTLE CAESARS,LITTLE CAESARS,UNKNOWN,02/08/2011,Correct
13403,2015-12-09,CONVENIENT FOOD MART #99,CONVENIENT FOOD MART #99,GROCERY STORE,12/09/2015,Correct
13468,2017-01-19,DUNKIN DONUTS,DUNKIN DONUTS/BASKIN ROBBINS,RESTAURANT,01/19/2017,Correct
13478,2012-09-13,CITY FOOD MART,CITY FOOD MART,GROCERY STORE,09/13/2012,Correct
13480,2014-12-19,ALTA VISTA FOODS,ALTA VISTA FOODS,UNKNOWN,12/19/2014,Correct
13495,2016-08-24,ITTO ENTERPRISES INC,ITTO ENTERPRISES INC,RESTAURANT,08/24/2016,Correct
13502,2015-10-29,SHARIF'S FOOD & LIQUORS INC.,SHARIF'S FOOD & LIQUORS INC.,GROCERY STORE,10/29/2015,Correct
13505,2016-11-29,SHARIF'S FOOD & LIQUORS INC.,SHARIF'S FOOD & LIQUORS INC.,GROCERY STORE,11/29/2016,Correct
13520,2017-04-19,STEAK & EGGER,STEAK & EGGER,RESTAURANT,04/19/2017,Correct
13526,2012-08-15,CABANA RESTAURANT & SPORTS BAR,CABANA RESTAURANT & SPORTS BAR,RESTAURANT,08/15/2012,Correct
13528,2013-12-10,KARE INC,KARE INC,RESTAURANT,12/10/2013,Correct
13538,2014-12-04,"CHICAGO NEWSROOM, INC","CHICAGO NEWSROOM, INC",TAVERN,12/04/2014,Correct
13541,2012-10-29,SUNSET LIQUORS,SUNSET LIQUORS,GROCERY STORE,10/29/2012,Correct
13573,2016-09-12,SHARONA REALTY & SALES,SHARONA REALTY & SALES,RESTAURANT,09/12/2016,Correct
13583,2011-02-15,TAXCO INC,TAXCO INC,RESTAURANT,02/15/2011,Correct
13598,2012-01-20,VILLA ROSA PIZZA,VILLA ROSA PIZZA,RESTAURANT,01/20/2012,Correct
13616,2010-06-21,MALCOLM X COLLEGE CHILD DEVELOPMENT,MALCOLM X CHILD DEVELOPMENT LAB,DAYCARE (2-6 YEARS),06/21/2010,Correct
13641,2014-12-23,KARAD DRUG CO INC #8,KARAD DRUG CO INC #8,UNKNOWN,12/23/2014,Correct
13646,2010-12-17,KARAD DRUG COMPANY INC #10,KARAD DRUG COMPANY INC #10,GROCERY STORE,12/17/2010,Correct
13649,2015-02-24,KARAD CONVENIENCE,KARAD CONVENIENCE,GROCERY STORE,02/24/2015,Correct
13660,2016-06-10,MANDARIN CHINESE REST,GREAT SEA CHINESE RESTAURANT,RESTAURANT,06/10/2016,Correct
13669,2012-11-20,TOTS N TALES PRE-SCHOOL II,TOTS N TALES PRE-SCHOOL II,DAYCARE (ABOVE AND UNDER 2 YEARS),11/20/2012,Correct
13670,2013-09-03,CAESAR'S FOODS INC,CAESAR'S FOODS INC,RESTAURANT,09/03/2013,Correct
13679,2010-03-05,CLARK MANOR CONVALESCENT CENTE,CLARK MANOR CONVALESCENT CENTE,LONG TERM CARE FACILITY,03/05/2010,Correct
13681,2016-10-06,CENTRAL PLAZA RESIDENTIAL HOME,CENTRAL PLAZA RESIDENTIAL HOME,LONG TERM CARE FACILITY,10/06/2016,Correct
13682,2010-01-25,RAINBOW BEACH NURSING CENT INC,RAINBOW BEACH NURSING CENT INC,UNKNOWN,01/25/2010,Correct
13685,2017-06-06,REHABILITATION HOSPITAL,REHABILITATION HOSPITAL,RESTAURANT,06/06/2017,Correct
13686,2012-07-02,REHABILITATION HOSPITAL,REHABILITATION HOSPITAL,RESTAURANT,07/02/2012,Correct
13690,2012-08-13,CHICAGO URBAN DAY SCHOOL INC,CHICAGO URBAN DAY SCHOOL INC,CHILDREN'S SERVICES FACILITY,08/13/2012,Correct
13691,2012-08-13,CHICAGO URBAN DAY SCHOOL INC,CHICAGO URBAN DAY SCHOOL INC,CHILDREN'S SERVICES FACILITY,08/13/2012,Correct
13711,2012-01-12,GRANDADDY'S SUBS,GRANDADDY'S SUBS,RESTAURANT,01/12/2012,Correct
13712,2017-02-10,CHINA DOLL,CHINA DOLL,RESTAURANT,02/10/2017,Correct
13723,2015-10-30,TOWN LIQUOR INC,TOWN LIQUOR INC,UNKNOWN,10/30/2015,Correct
13734,2013-10-01,CHINESE LANTERN,CHINESE LANTERN,RESTAURANT,10/01/2013,Correct
13799,2016-06-21,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,RESTAURANT,06/21/2016,Correct
13801,2017-02-24,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,02/24/2017,Correct
13813,2016-09-21,CENTRAL PARK FOODS INC,CENTRAL PARK FOODS INC,GROCERY STORE,09/21/2016,Correct
13820,2015-01-16,DISCOUNT MEAT COMPANY,DISCOUNT MEAT COMPANY,GROCERY STORE,01/16/2015,Correct
13826,2016-12-13,TOWN FOOD & LIQUOR,TOWN FOOD & LIQUOR,GROCERY STORE,12/13/2016,Correct
13909,2010-11-19,PAULINA FOODS,PAULINA FOODS,GROCERY STORE,11/19/2010,Correct
13964,2014-02-19,ALDI INC #53,ALDI INC #53,GROCERY STORE,02/19/2014,Correct
13970,2013-09-24,ALDI INC #03,ALDI INC #03,UNKNOWN,09/24/2013,Correct
13974,2017-04-04,ALDI INC #58,ALDI INC #58,GROCERY STORE,04/04/2017,Correct
13976,2017-05-31,ALDI INC #64,ALDI INC #64,GROCERY STORE,05/31/2017,Correct
13978,2017-05-26,ALDI INC #06,ALDI,GROCERY STORE,05/26/2017,Correct
13984,2014-09-29,ALDI INC # 62,ALDI,GROCERY STORE,09/29/2014,Correct
13986,2013-05-08,ALDI FOODS-STORE #27,ALDI FOODS-STORE #27,GROCERY STORE,05/08/2013,Correct
13988,2017-03-30,ALDI FOODS -STORE #04,ALDI FOODS -STORE #04,GROCERY STORE,03/30/2017,Correct
13990,2012-06-21,ALDI INC #83,ALDI INC #83,GROCERY STORE,06/21/2012,Correct
13992,2014-12-10,ALDI FOODS STORE #90B,ALDI FOODS STORE #90B,GROCERY STORE,12/10/2014,Correct
13994,2014-11-12,ALDI FOODS #91,ALDI FOODS #91,GROCERY STORE,11/12/2014,Correct
13996,2016-12-22,ALDI INC #92,ALDI INC #92,GROCERY STORE,12/22/2016,Correct
13998,2010-11-04,ALDI FOODS STORE #26,ALDI FOODS STORE #26,GROCERY STORE,11/04/2010,Correct
14004,2015-12-15,ALDI FOODS STORE #2,ALDI FOODS STORE #2,GROCERY STORE,12/15/2015,Correct
14006,2012-07-16,ALDI INC STORE #62,ALDI INC STORE #62,GROCERY STORE,07/16/2012,Correct
14008,2011-06-02,ALDI INC STORE #90,ALDI INC STORE #90,GROCERY STORE,06/02/2011,Correct
14010,2011-10-13,ALDI INC.#94,ALDI INC.#94,GROCERY STORE,10/13/2011,Correct
14011,2016-08-31,ALDI INC STORE #95,ALDI INC STORE #95,GROCERY STORE,08/31/2016,Correct
14012,2017-03-16,SHRI KRISHNA INC,DUNKIN DONUTS,RESTAURANT,03/16/2017,Correct
14053,2014-08-29,ARBY'S ROAST BEEF RESTAURANT,ARBY'S ROAST BEEF RESTAURANT,RESTAURANT,08/29/2014,Correct
14075,2014-10-28,JAIHINDS FOODS & VIDEO,JAIHINDS FOODS & VIDEO,UNKNOWN,10/28/2014,Correct
14087,2015-12-15,LA CENTRAL BAKERY,LA CENTRAL BAKERY,RESTAURANT,12/15/2015,Correct
14095,2012-10-17,CARNICERIA GUANAJUATO #2,CARNICERIA GUANAJUATO #2,UNKNOWN,10/17/2012,Correct
14098,2012-06-18,CARNICERIAS GUANAJUATO # 3,CARNICERIAS GUANAJUATO # 3,GROCERY/TAQUERIA,06/18/2012,Correct
14103,2010-01-05,SAFAH FOOD & LIQUOR INC,SAFAH FOOD & LIQUOR INC,GROCERY STORE,01/05/2010,Correct
